Fiscal Year,Company Name,Company Address,Municipality,County 1,State,Zip Code,Business Industry,NAICS Code,Minority/ Woman/ Veteran/ International Export,Contract Execution Date,Grant Amount,Loan Amount,Total Assistance ,Total Project Cost,Amount Leveraged,Funding Source,Statutory Reference,Per Contract: Full-Time CT Jobs to be Retained,Per Contract: Full-Time CT Jobs to be Created,Per Contract: Part-Time CT Jobs to be Retained,Per Contract: Part-Time CT Jobs to be Created,Actual Jobs at Time of Review,Job Obligation Status,Penalty (if applicable),Forgiveness Earned (if applicable),Per Application: Existing Full-Time Jobs in CT,Per Application: Full-Time Jobs to be Created in CT,Per Application: Existing Part-Time Jobs in CT,Per Application: Part Time Jobs to be Created in CT,Full-Time CT Employment at 6/30/20,Part-Time CT Employment at 6/30/20,Status,Location 1,Count,Geocoded Location,Planning Regions,Counties,Zip Code 2,Town Index
2015,"Pape Chiropractic & Wellness Center, LLC","303 Flanders Road, P. O. Box 944",East Lyme,New London,CT,06333,Chiropractic & Wellness Center,621399,Yes Woman,01/20/2015,10000.00,60000.00,70000.00,80000.00,10000.00,Small Business Express Program,CGS Sec. 32-7g,2,2,0,0,Pending,Pending,n/a,n/a,2,2,0,0,,,Compliance Complete,"303 Flanders Road, P. O. Box 944",1,"303 Flanders Road, P. O. Box 944
East Lyme, CT 06333
(41.363595, -72.20927)",8,1045,278,45
2013,"Kaleidoscope Direct Marketing, LLC dba Black Heritage Commemorative Society",33 Danbury Road,Wilton,Fairfield,CT,06897,Marketing Consulting Services,541613,No,12/06/2012,75000.00,0.00,75000.00,150000.00,75000.00,Small Business Express Program,CGS Sec. 32-7g,4,4,0,0,1,Not Met,"$7,000",n/a,4,4,0,0,,,Compliance Complete,33 Danbury Road,1,"33 Danbury Road
Wilton, CT 06897
(41.164867, -73.418119)",9,1040,212,161
2017,"Whiskers While You Work, LLC",13 Jolly Drive,Bloomfield,Hartford,CT,06002,Pet Care Services,812910,Yes Woman,02/23/2017,40000.00,0.00,40000.00,80000.00,40000.00,Small Business Express Program,CGS Sec. 32-7g,3,2,0,0,Pending,Pending,n/a,n/a,3,2,6,2,,,Active,13 Jolly Drive,1,"13 Jolly Drive
Bloomfield, CT 06002
(41.756631, -72.504933)",1,1041,263,77
2018,"Skyview Ventures, LLC",105 Prospect Street,Greenwich,Fairfield,CT,06830,Renewable Energy,221114,Yes,10/17/2017,80000.00,300000.00,380000.00,610000.00,230000.00,Small Business Express Program,CGS Sec. 32-7g,0,4,0,0,Pending,Pending,n/a,n/a,6,2,0,0,,,Active,105 Prospect Street,1,"105 Prospect Street
Greenwich, CT 06830
(41.021616, -73.633584)",9,1040,6,57
2015,"Chuck's Automotive, LLC",633 Burnside Avenue,East Hartford,Hartford,CT,06108,Automotive,447100,Yes Woman,06/03/2015,0.00,295600.00,295600.00,325600.00,30000.00,Small Business Express Program,CGS Sec. 32-7g,4,1,0,0,5,Met,n/a,n/a,4,3,0,0,,,Compliance Complete,633 Burnside Avenue,1,"633 Burnside Avenue
East Hartford, CT 06108
(41.779027, -72.611993)",1,1041,119,43
2018,"Crystal Grocery Store, LLC",226 West Main Street,Meriden,New Haven,CT,06450,Convenience Store,445110,Yes Woman/Minority,07/26/2017,30000.00,260000.00,290000.00,320000.00,30000.00,Small Business Express Program,CGS Sec. 32-7g,1,2,0,0,Pending,Pending,n/a,n/a,1,2,0,0,,,Active,226 West Main Street,1,"226 West Main Street
Meriden, CT 06450
(41.539031, -72.810476)",7,1044,226,80
2015,"Cirtec Medical Systems, LLC",99 Print Shop Road,Enfield,Hartford,CT,06082,Manufacturing,339112,No,03/12/2015,0.00,1200000.00,1200000.00,2480000.00,1280000.00,Manufacturing Assistance Act,CH 588l,97,97,,,128,Met,n/a,"800,000",0,97,0,0,,,Active,99 Print Shop Road,1,"99 Print Shop Road
Enfield, CT 06082
(42.007405, -72.519728)",1,1041,108,49
2013,"Frangenco, LLC dba Ceiling Pro Cleaners",120 Branch Hill Road,Preston,New London,CT,06365,Construction/Janitorial,238999,No,12/13/2012,18000.00,0.00,18000.00,36000.00,18000.00,Small Business Express Program,CGS Sec. 32-7g,2,2,0,0,0,Not Met,"$3,000",n/a,2,2,0,0,,,Active,120 Branch Hill Road,1,"120 Branch Hill Road
Preston, CT 06365
(41.515113, -71.99256)",8,1045,281,114
2013,"New England Audio and Appliance, Inc.",220 Albany Turnpike,Canton,Hartford,CT,06019,Consumer Electronics Sales,532210,No,03/22/2013,0.00,100000.00,100000.00,100000.00,0.00,Small Business Express Program,CGS Sec. 32-7g,2,2,0,0,4,Met,n/a,"$   10,000",2,2,0,0,,,Compliance Complete,220 Albany Turnpike,1,"220 Albany Turnpike
Canton, CT 06019
(41.826975, -72.89881)",1,1041,80,23
2013,"Syntac Coated Products, LLC",29 Industrial Park Road,New Hartford,Litchfield,CT,06057,Paper Bag & Coated & Treated Paper Manufacturing.,322220,No,01/04/2013,100000.00,250000.00,350000.00,972000.00,622000.00,Small Business Express Program,CGS Sec. 32-7g,38,5,0,0,46,Met,n/a,"$   75,000",38,5,0,0,,,Active,29 Industrial Park Road,1,"29 Industrial Park Road
New Hartford, CT 06057
(41.882929, -72.969963)",6,1042,232,92
2016,"Queen Graphics & Printworks, Inc.","721 Campbell Avenue, Rear",West Haven,New Haven,CT,06516,Printing & Advertisement,323111,No,11/19/2015,60000.00,190000.00,250000.00,310000.00,60000.00,Small Business Express Program,CGS Sec. 32-7g,0,3,0,0,4,Met,n/a,n/a,0,3,0,0,,,Compliance Complete,"721 Campbell Avenue, Rear",1,"721 Campbell Avenue, Rear
West Haven, CT 06516
(41.278229, -72.954317)",7,1044,11,156
2013,"Torrant, James J., Inc.",P.O. Box 507,Winsted,Litchfield,CT,06098,Septic Tank and Related Services,238910,No,11/16/2012,0.00,53000.00,53000.00,53000.00,0.00,Small Business Express Program,CGS Sec. 32-7g,5,0,0,0,5,Met,n/a,n/a,5,0,0,0,,,Active,P.O. Box 507,1,,,,,
2019,"The Defining Photo, LLC","56 Arbor Street, Unit 221",Hartford,Hartford,CT,06106,Photography and Video,541922,Yes Woman,03/06/2019,50000.00,20000.00,70000.00,123000.00,53000.00,Small Business Express Program,CGS Sec. 32-7g,2,5,0,0,Pending,Pending,n/a,n/a,2,5,3,0,,,Active,"56 Arbor Street, Unit 221",1,"56 Arbor Street, Unit 221
Hartford, CT 06106
(41.759539, -72.703496)",1,1041,182,64
2016,"David Gonzalez Agency, Inc.",200 Connecticut Avenue,Norwalk,Fairfield,CT,06854,Insurance Agency,524210,Yes Minority,01/15/2016,,97000.00,97000.00,167000.00,70000.00,Small Business Express Program,CGS Sec. 32-7g,4,2,0,0,Pending,Pending,n/a,n/a,5,2,0,0,,,Active,200 Connecticut Avenue,1,"200 Connecticut Avenue
Norwalk, CT 06854
(41.104339, -73.431668)",9,1040,155,103
2013,"Upscale Surfaces, LLC","64 Oakland Avenue, Unit F",East Hartford,Hartford,CT,06108,Finish Carpentry,238350,No,11/13/2012,100000.00,0.00,100000.00,200000.00,100000.00,Small Business Express Program,CGS Sec. 32-7g,1,8,0,0,0,Not Met,"$9,000",n/a,1,8,0,0,,,Compliance Complete,"64 Oakland Avenue, Unit F",1,"64 Oakland Avenue, Unit F
East Hartford, CT 06108
(41.782049, -72.631953)",1,1041,119,43
2012,"Waste to Water, LLC",1160 Silas Deane Highway - Suite 401,Wethersfield,Hartford,CT,06109,Manufacturer,924110,No,06/05/2012,100000.00,250000.00,350000.00,450000.00,100000.00,Small Business Express Program,CGS Sec. 32-7g,2,5,0,0,6,Not Met,from 2% to 3%,OOB,2,5,0,0,,,Active,1160 Silas Deane Highway - Suite 401,1,"1160 Silas Deane Highway - Suite 401
Wethersfield, CT 06109
(41.690144, -72.655787)",1,1041,261,159
2013,"Premier Business Services, P.C.",211 Boston Post Road,East Lyme,New London,CT,06333,Certified Public Accountants,541211,No,12/07/2012,75000.00,0.00,75000.00,150000.00,75000.00,Small Business Express Program,CGS Sec. 32-7g,0,3,0,0,5,Met,n/a,n/a,3,2,0,0,,,,211 Boston Post Road,1,"211 Boston Post Road
East Lyme, CT 06333
(41.368128, -72.220643)",8,1045,278,45
2012,"Express Countertops, Kitchens & Flooring, LLC",3080 Main Street,Hartford,Hartford,CT,06120,Manufacturing,331710,No,03/15/2012,100000.00,0.00,100000.00,200000.00,100000.00,Small Business Express Program,CGS Sec. 32-7g,40,0,0,0,67,Met,n/a,n/a,40,2,0,0,,,Active,3080 Main Street,1,"3080 Main Street
Hartford, CT 06120
(41.794093, -72.664708)",1,1041,79,64
2014,Ramdy Corporation,40 McClennan Drive,Watertown,Litchfield,CT,06779,Machine Metal Cutting,333517,No,08/13/2013,49428.00,0.00,49428.00,98856.00,49428.00,Small Business Express Program,CGS Sec. 32-7g,28,2,0,0,30,Met,n/a,n/a,28,2,0,0,,,Compliance Complete,40 McClennan Drive,1,"40 McClennan Drive
Watertown, CT 06779
(41.598043, -73.076234)",4,1042,96,153
2014,"PBRESCT, LLC dba Parker Benjamin Real Estate Services",406 Farmington Avenue,Farmington,Hartford,CT,06032,Financial/Real Estate Services,531210,No,07/10/2013,0.00,65000.00,65000.00,65000.00,0.00,Small Business Express Program,CGS Sec. 32-7g,0,3,0,0,Pending,Pending,n/a,n/a,1,1,0,0,,,Active,406 Farmington Avenue,1,"406 Farmington Avenue
Farmington, CT 06032
(41.729705, -72.801036)",1,1041,254,52
2016,"Bear's Smokehouse, LLC",89 Arch Street,Hartford,Hartford,CT,06103,Restaurant,722210,Yes Woman/Veteran,06/08/2016,100000.00,300000.00,400000.00,950000.00,550000.00,Small Business Express Program,CGS Sec. 32-7g,35,10,0,0,62,Met,n/a,n/a,0,10,0,0,,,Compliance Complete,89 Arch Street,1,"89 Arch Street
Hartford, CT 06103
(41.761909, -72.670622)",1,1041,82,64
2015,"Burnside Supermarket, LLC",1150 Burnside Avenue,East Hartford,Hartford,CT,06108,Retail Grocer,445110,No,09/24/2014,0.00,205400.00,205400.00,283400.00,78000.00,Small Business Express Program,CGS Sec. 32-7g,3,3,0,0,6,Met,n/a,"$   100,000",0,2,0,0,,,Active,1150 Burnside Avenue,1,"1150 Burnside Avenue
East Hartford, CT 06108
(41.78347, -72.589084)",1,1041,119,43
2017,"Scott Electrokrafts, Inc.","84 Route 6, P.O. Box 358",Andover,Tolland,CT,06232,Electronic Manufacturing,334412,Yes Veteran,07/01/2016,34000.00,0.00,34000.00,68000.00,34000.00,Small Business Express Program,CGS Sec. 32-7g,37,2,0,0,Pending,Pending,n/a,n/a,38,5,0,0,,,Compliance Complete,"84 Route 6, P.O. Box 358",1,"84 Route 6, P.O. Box 358
Andover, CT 06232
(41.757685, -72.401297)",1,38,246,1
2012,"Beacon Industries, Inc.",549 Cedar Street,Newington,Hartford,CT,06111,Manufacturing,336412,Yes,12/20/2011,0.00,1500000.00,1500000.00,12300000.00,10800000.00,Manufacturing Assistance Act,CH 588l,100,65,,,181,Met,n/a,"500,000",102,65,3,0,,,OOB,549 Cedar Street,1,"549 Cedar Street
Newington, CT 06111
(41.694923, -72.747497)",1,1041,86,94
2014,"Northeast Lighting Protection, LLC",10 Peters Road,Bloomfield,Hartford,CT,06002,Construction,238210,No,12/19/2013,60000.00,0.00,60000.00,128000.00,68000.00,Small Business Express Program,CGS Sec. 32-7g,5,3,0,0,10,Met,n/a,n/a,5,3,0,0,,,Active,10 Peters Road,1,"10 Peters Road
Bloomfield, CT 06002
(41.857516, -72.732947)",1,1041,224,11
2016,"Westminster Tool, Inc.",5 East Parkway,Plainfield,Windham,CT,06374,Tool,333511,No,12/03/2015,100000.00,296182.00,396182.00,496182.00,100000.00,Small Business Express Program,CGS Sec. 32-7g,24,14,0,0,35,Not Met,"2% to 3% and $7,896",n/a,24,14,0,0,38,6,Active,5 East Parkway,1,"5 East Parkway
Plainfield, CT 06374
(41.663521, -71.904733)",5,39,36,109
2014,"Arvinas, Inc.",5 Science Park,New Haven,New Haven,CT,06511,Manufacturing,541711,No,01/24/2014,0.00,2500000.00,2500000.00,25281775.00,22781775.00,Manufacturing Assistance Act,CH 588l,0,20,,,24,Met,n/a,"2,500,000",n/a,n/a,n/a,n/a,151,0,Active,5 Science Park,1,"5 Science Park
New Haven, CT 06511
(41.323458, -72.926954)",7,1044,275,93
2013,"Cooperative Systems, Inc.",80 Lamberton Road,Windsor,Hartford,CT,06095,Information Technology Services,541512,No,10/05/2012,50000.00,0.00,50000.00,100000.00,50000.00,Small Business Express Program,CGS Sec. 32-7g,15,4,0,0,19,Met,n/a,n/a,15,2,0,0,,,Active,80 Lamberton Road,1,"80 Lamberton Road
Windsor, CT 06095
(41.865581, -72.666016)",1,1041,19,164
2013,"On Demand Real Time dba Liveclips, LLC [Acquired by DirectTV]",281 Tresser Boulevard,Stamford,Fairfield,CT,06901,Motion Picture and Video Production,512110,No,11/05/2012,100000.00,250000.00,350000.00,2516409.00,2166409.00,Small Business Express Program,CGS Sec. 32-7g,10,8,0,0,n/a,Funding repaid,OOB,OOB,10,0,9,0,,,Out of Business- written off,281 Tresser Boulevard,1,"281 Tresser Boulevard
Stamford, CT 06901
(41.051925, -73.534943)",9,1040,203,135
2013,"CK Greenhouses, Inc.",200 Schoolhouse Road,Cheshire,New Haven,CT,06410,Farm,111422,No,12/18/2012,100000.00,300000.00,400000.00,3500000.00,3100000.00,Small Business Express Program,CGS Sec. 32-7g,55,25,0,0,121,Met,n/a,"$   300,000",55,25,0,0,,,Active,200 Schoolhouse Road,1,"200 Schoolhouse Road
Cheshire, CT 06410
(41.546518, -72.898541)",4,1044,63,25
2019,"Contorq Components, LLC",433 John Downey Drive,New Britain,Hartford,CT,06051,Metal Fabrication,332119,No,07/20/2018,30000.00,300000.00,330000.00,360000.00,30000.00,Small Business Express Program,CGS Sec. 32-7g,10,3,0,0,,,n/a,n/a,10,3,0,0,,,Active,433 John Downey Drive,1,"433 John Downey Drive
New Britain, CT 06051
(41.66593, -72.755167)",1,1041,17,89
2013,"Wilcox Construction Company, Inc.",8A Middle River Drive,Stafford Springs,Tolland,CT,06076,"Site Excavation, Construction",237110,No,04/10/2013,53000.00,0.00,53000.00,106000.00,53000.00,Small Business Express Program,CGS Sec. 32-7g,5,3,0,0,6,Not Met,"$2,000 Paid",n/a,5,3,0,0,,,Compliance Complete,8A Middle River Drive,1,"8A Middle River Drive
Stafford Springs, CT 06076
(41.966114, -72.322655)",1,38,34,134
2010,"Starwood Hotels & Resorts Worldwide, Inc.",333 Ludlow Street,Stamford,Fairfield,CT,06906,Manufacturing,561110,No,05/21/2010,0.00,9500000.00,9500000.00,75000000.00,65500000.00,Manufacturing Assistance Act Revolving Loan Fund/URA Tax Credits,CH 588l,0,813,,,861,Met,n/a,"7,000,000",0,813,0,0,,,Active,333 Ludlow Street,1,"333 Ludlow Street
Stamford, CT 06906
(41.042553, -73.532319)",9,1040,7,135
2016,"Infinity Hall Hartford, LLC",525 New Britain Avenue,Unionville,New London,CT,06085,"Live Music, Entertainment, Food & Beverage",711310,No,07/27/2015,100000.00,0.00,100000.00,200243.00,100243.00,Small Business Express Program,CGS Sec. 32-7g,0,34,0,0,91,Met,n/a,n/a,89,0,0,0,,,Compliance Complete,525 New Britain Avenue,1,"525 New Britain Avenue
Unionville, CT 06085
(41.74374, -72.870577)",1,1041,81,52
2017,"The Sloppy Waffle, LLC",2251 Berlin Turnpike,Newington,Hartford,CT,06111,Restaurant,722110,Yes Woman/Minority,05/26/2017,0.00,300000.00,300000.00,413000.00,113000.00,Small Business Express Program,CGS Sec. 32-7g,2,5,0,0,Pending,Pending,n/a,n/a,2,5,8,6,,,Compliance Complete,2251 Berlin Turnpike,1,"2251 Berlin Turnpike
Newington, CT 06111
(41.69138, -72.706161)",1,1041,86,94
2013,"New Haven Central Hospital for Veterinary Medicine, Inc.",843 State Street,North Haven,New Haven,CT,06511,Veterinary Services,541940,No,03/07/2013,100000.00,300000.00,400000.00,4749140.00,4349140.00,Small Business Express Program,CGS Sec. 32-7g,39,8,0,0,51,Met,n/a,"$   60,000",39,8,0,0,140,39,Active,843 State Street,1,,,,,
2015,"JP's Plumbing and Heating, LLC",14 Sunrise Circle,Shelton,Fairfield,CT,06484,Plumbing and Heating,238220,No,01/19/2015,40000.00,200000.00,240000.00,340000.00,100000.00,Small Business Express Program,CGS Sec. 32-7g,1,3,0,0,4,Met,n/a,n/a,0,3,0,0,,,Compliance Complete,14 Sunrise Circle,1,"14 Sunrise Circle
Shelton, CT 06484
(41.323116, -73.185511)",4,1040,217,126
2017,"1st Alliance Lending, LLC","111 Founders Plaza, Suite 1300",East Hartford,Hartford,CT,06108,Manufacturing,522310,No,09/16/2016,0.00,6000000.00,1500000.00,11451931.00,9951931.00,Manufacturing Assistance Act,CH 588l,132,168,0,0,Pending,Pending,n/a,n/a,132,168,0,0,,,Active,"111 Founders Plaza, Suite 1300",1,"111 Founders Plaza, Suite 1300
East Hartford, CT 06108
(41.763291, -72.658809)",1,1041,119,43
2017,"Blackhawk Equipment Rentals, LLC","998 Farmington Avenue, Suite 211",West Hartford,Hartford,CT,06107,Equipment Rentals,532490,No,12/05/2016,0.00,300000.00,300000.00,300000.00,0.00,Small Business Express Program,CGS Sec. 32-7g,0,2,0,0,2,Met,n/a,"$   20,000",0,0,0,0,,,Active,"998 Farmington Avenue, Suite 211",1,"998 Farmington Avenue, Suite 211
West Hartford, CT 06107
(41.760699, -72.746143)",1,1041,158,155
2015,"Keno Graphic Services, Inc.",One Parrott Drive,Shelton,Fairfield,CT,06848,Manufacturing,323100,No,06/29/2015,0.00,975000.00,975000.00,2028650.00,1053650.00,Manufacturing Assistance Act,CH 588l,20,4,,,Pending,Pending,n/a,n/a,20,4,0,0,,,Active,One Parrott Drive,1,,,,,
2012,"Oxford Performance Materials, LLC",30 South Satellite Road,South Windsor,Hartford,CT,06074,Manufacturing,325211,No,01/12/2012,100000.00,200000.00,300000.00,1835000.00,1535000.00,Small Business Express Program,CGS Sec. 32-7g,10,14,0,0,32,Met,n/a,n/a,14,10,0,0,,,Compliance Complete,30 South Satellite Road,1,"30 South Satellite Road
South Windsor, CT 06074
(41.824045, -72.604263)",1,1041,89,132
2015,"Square 9 Softworks, Inc",129 Church Street,New Haven,New Haven,CT,06510,Software Development,541511,Yes  International Export,03/26/2015,100000.00,300000.00,400000.00,500000.00,100000.00,Small Business Express Program,CGS Sec. 32-7g,33,12,0,0,53,Met,n/a,"$   150,000",33,15,0,0,,,Active,129 Church Street,1,"129 Church Street
New Haven, CT 06510
(41.306483, -72.925451)",7,1044,133,93
2013,"Peter Paul Electronics Co., Inc.","480 John Downey Drive, P.O. Box 1180",New Britain,Hartford,CT,06050,Manufacturing,332911,No,11/02/2012,250000.00,2500000.00,2750000.00,4100600.00,1350600.00,Manufacturing Assistance Act,CH 588l,0,175,,,161,Met,n/a,"1,500,000",125,75,0,0,125,2,Active,"480 John Downey Drive, P.O. Box 1180",1,"480 John Downey Drive, P.O. Box 1180
New Britain, CT 06050
(41.66737, -72.754938)",1,1041,17,89
2013,"Infinity Homecare Services, LLC",653 Main Street,Plantsville,Hartford,CT,06479,Home Health,621610,Yes Woman/Minority,10/01/2012,0.00,250050.00,250050.00,781685.00,531635.00,Small Business Express Program,CGS Sec. 32-7g,3,7,0,0,10,Met,n/a,n/a,3,7,0,0,45,40,Compliance Complete,653 Main Street,1,"653 Main Street
Plantsville, CT 06479
(41.588523, -72.886848)",1,1041,185,131
2013,"State Cutter Grinding Service Company, Inc.",481 North Main Street,Seymour,New Haven,CT,06483,Cutting Tool Manufacturing and Reconditioning,333517,No,03/15/2013,0.00,100000.00,100000.00,116092.00,16092.00,Small Business Express Program,CGS Sec. 32-7g,6,2,0,0,8,Met,n/a,"$   20,000",6,2,0,0,,,Compliance Complete,481 North Main Street,1,"481 North Main Street
Seymour, CT 06483
(41.406139, -73.068065)",4,1044,239,124
2014,"Trevi Therapeutics, Inc.","195 Church Street, 14th Floor",New Haven,New Haven,CT,06510,Biotechnology,541711,Yes Woman,09/13/2013,50000.00,0.00,50000.00,100014.00,50014.00,Small Business Express Program,CGS Sec. 32-7g,3,2,0,0,7,Met,n/a,n/a,3,4,0,0,,,Active,"195 Church Street, 14th Floor",1,"195 Church Street, 14th Floor
New Haven, CT 06510
(41.308155, -72.92423)",7,1044,133,93
2018,"Addaero Manufacturing, LLC",33 John Street,New Britain,Hartford,CT,06051,Aerospace Manufacturing,332999,Yes International Export,04/06/2018,11989.00,0.00,11989.00,23977.00,11988.00,Small Business Express Program,CGS Sec. 32-7g,3,1,0,0,Pending,Pending,n/a,n/a,3,1,2,0,,,Active,33 John Street,1,"33 John Street
New Britain, CT 06051
(41.663537, -72.771827)",1,1041,17,89
2013,"Scranton Motors, Inc.",777 Talcottville Road,Vernon,Tolland,CT,06066,Motor Vehicle Supplies,423120,No,11/01/2012,100000.00,0.00,100000.00,200000.00,100000.00,Small Business Express Program,CGS Sec. 32-7g,60,6,0,0,72,Met,n/a,n/a,60,6,0,0,,,Active,777 Talcottville Road,1,"777 Talcottville Road
Vernon, CT 06066
(41.862805, -72.48128)",1,38,248,146
2017,"JKS Systems, LLC",1265 John Fitch Boulevard,South Windsor,Hartford,CT,06074,"IT, Telephone, Computer Networking, Infrastructure",541512,Yes Veteran,07/22/2016,100000.00,0.00,100000.00,200000.00,100000.00,Small Business Express Program,CGS Sec. 32-7g,18,5,0,0,Pending,Pending,n/a,n/a,18,4,0,0,,,Active,1265 John Fitch Boulevard,1,"1265 John Fitch Boulevard
South Windsor, CT 06074
(41.840217, -72.60172)",1,1041,89,132
2012,MGS Research Incorporated,One Orchard Park Road - Suite 6,Madison,Middlesex,CT,06443,Service,541700,No,06/26/2012,,200000.00,200000.00,293470.00,93470.00,Small Business Express Program,CGS Sec. 32-7g,1,2,0,0,0,Not Met,from 2% to 3%,n/a,0,2,0,0,,,Compliance Complete,One Orchard Park Road - Suite 6,1,,,,,
2012,"Etouches, Inc.  Dba Skyre Inc",13 Marshall Street,Norwalk,Fairfield,CT,06854,Manufacturing,511210,No,02/07/2012,0.00,250000.00,250000.00,250000.00,0.00,Manufacturing Assistance Act/Small Business Revolving Loan Fund,PA 10-75,n/a,n/a,,,n/a,n/a,n/a,n/a,14,5,1,2,,,Active,13 Marshall Street,1,"13 Marshall Street
Norwalk, CT 06854
(41.100546, -73.418206)",9,1040,155,103
2013,"Performance Logistics, LLC",1363 Seaview Avenue,Bridgeport,Fairfield,CT,06607,All Other Support Activities for Transportation,488999,No,04/23/2013,0.00,58100.00,58100.00,58100.00,0.00,Small Business Express Program,CGS Sec. 32-7g,1,1,0,0,0,Not Met,OOB,OOB,1,5,0,0,,,Active,1363 Seaview Avenue,1,"1363 Seaview Avenue
Bridgeport, CT 06607
(41.181678, -73.171487)",2,1040,109,15
2013,"Blue Shield Trucking, LLC",78 Sherwood Farm Road,Fairfield,Fairfield,CT,06824,Trucking/Hauling,484200,No,09/19/2012,0.00,100000.00,100000.00,100000.00,0.00,Small Business Express Program,CGS Sec. 32-7g,4,0,0,0,4,Met,n/a,n/a,5,0,0,0,,,Active,78 Sherwood Farm Road,1,"78 Sherwood Farm Road
Fairfield, CT 06824
(41.16861, -73.277121)",2,1040,111,51
2014,Bausch Advanced Technologies,115 Nod Road,Clinton,Middlesex,CT,06413,Manufacturing,333993,No,02/18/2014,100000.00,0.00,100000.00,324400.00,224400.00,Small Business Express Program,CGS Sec. 32-7g,34,10,0,0,44,Met,n/a,n/a,34,1,0,0,,,Active,115 Nod Road,1,"115 Nod Road
Clinton, CT 06413
(41.28883, -72.550973)",3,1043,271,27
2018,"WC McBride Electrical Contractors, LLC",510 Barnum Avenue,Bridgeport,Fairfield,CT,06608,Electrical,238210,Yes Minority,08/01/2017,100000.00,200000.00,300000.00,400000.00,100000.00,Small Business Express Program,CGS Sec. 32-7g,17,5,0,0,Pending,Pending,n/a,n/a,17,5,1,0,,,Active,510 Barnum Avenue,1,"510 Barnum Avenue
Bridgeport, CT 06608
(41.187097, -73.179569)",2,1040,2,15
2015,"Pucuda, Inc. dba Leading Edge Safety Systems",14 New Road,Madison,Middlesex,CT,06443,Manufacturing,339113,No,11/19/2014,100000.00,300000.00,400000.00,2371100.00,1971100.00,Small Business Express Program,CGS Sec. 32-7g,46,20,0,0,42,Not Met,"2% to 3% and $36,360",n/a,46,20,0,0,,,Active,14 New Road,1,"14 New Road
Madison, CT 06443
(41.287139, -72.584049)",7,1044,134,76
2016,"Oxford Performance Materials, Inc.",30 South Satellite Road,South Windsor,Hartford,CT,06074,Manufacturing,325211,No,02/26/2016,0.00,10000000.00,10000000.00,33100000.00,23100000.00,Manufacturing Assistance Act,CH 588l,39,124,n/a,n/a,"N/a, loan pd off","N/a, loan pd off",n/a,n/a,37,196,4,20,,,Active,30 South Satellite Road,1,"30 South Satellite Road
South Windsor, CT 06074
(41.824045, -72.604263)",1,1041,89,132
